address,link,price,bedrooms,bathrooms,floor_area,year_built,date_scraped
87 Dawson Road,https://www.99.co/singapore/sale/property/87-dawson-road-hdb-k4CdjrU3YvrxYzSkGt7Xe8?enquiry_position=117&enquiry_source=Search,"$880,000",3,2,86.95,,2020-07-18 17:01:43.228176
446 Hougang Avenue 8,https://www.99.co/singapore/sale/property/446-hougang-avenue-8-hdb-KqJmYQyR6FbrPpna8WHWFE?enquiry_position=118&enquiry_source=Search,"$730,000",4,2,147.99,1991,2020-07-18 17:01:43.228176
105A Edgefield Plains,https://www.99.co/singapore/sale/property/105a-edgefield-plains-hdb-2RmWowfiAW3t3ucis8aix5?enquiry_position=119&enquiry_source=Search,"$468,000",3,2,109.99,2003,2020-07-18 17:01:43.228176
865 Woodlands Street 83,https://www.99.co/singapore/sale/property/865-woodlands-street-83-hdb-RbnWeAuNBTJvJPTjLnyb93?enquiry_position=120&enquiry_source=Search,"$590,000",4,2,151.98,1996,2020-07-18 17:01:43.228176
49 Strathmore Avenue,https://www.99.co/singapore/sale/property/49-strathmore-avenue-hdb-ZV7LxMRWzuicewNWA2HXh5?enquiry_position=122&enquiry_source=Search,"$800,000",3,2,109.99,2006,2020-07-18 17:01:43.228176
183 Bedok North Road,https://www.99.co/singapore/sale/property/183-bedok-north-road-hdb-gHsVv6FobfpmnNWX6XJfEC?enquiry_position=123&enquiry_source=Search,"$629,369",3,2,85.00,2005,2020-07-18 17:01:43.228176
247 Tampines Street 21,https://www.99.co/singapore/sale/property/247-tampines-street-21-hdb-dvegHZF9aGX3kqBSJ5DBpa?enquiry_position=124&enquiry_source=Search,"$450,000",2,2,90.95,1984,2020-07-18 17:01:43.228176
864 Tampines Street 83,https://www.99.co/singapore/sale/property/864-tampines-street-83-hdb-UXF2UiVjhZQnsJRrbPgxr4?enquiry_position=125&enquiry_source=Search,"$470,000",3,2,102.00,1988,2020-07-18 17:01:43.228176
13 Holland Drive,https://www.99.co/singapore/sale/property/13-holland-drive-hdb-d8468jS9ybbyKKxCthpo4D?enquiry_position=126&enquiry_source=Search,"$600,000",3,1,87.97,1975,2020-07-18 17:01:43.228176
486A Tampines Avenue 9,https://www.99.co/singapore/sale/property/486a-tampines-avenue-9-hdb-Q2Ko7kuwss3ogfQVPWpWin?enquiry_position=127&enquiry_source=Search,"$500,000",4,2,126.90,1993,2020-07-18 17:01:43.228176
617C Punggol Drive,https://www.99.co/singapore/sale/property/617c-punggol-drive-hdb-Ed23neQDDJW97J8jAffaQD?enquiry_position=128&enquiry_source=Search,"$695,000",3,2,120.03,2013,2020-07-18 17:01:43.228176
187 Bukit Batok West Avenue 6,https://www.99.co/singapore/sale/property/187-bukit-batok-west-avenue-6-hdb-4LzCERiKTADYRo8ZFBLUdg?enquiry_position=129&enquiry_source=Search,"$398,000",3,2,106.00,1989,2020-07-18 17:01:43.228176
319 Bukit Batok Street 33,https://www.99.co/singapore/sale/property/319-bukit-batok-street-33-hdb-QxMfcDbY56fYmUPKzWbdwV?enquiry_position=130&enquiry_source=Search,"$468,000",3,2,121.98,1986,2020-07-18 17:01:43.228176
44 Telok Blangah Drive,https://www.99.co/singapore/sale/property/44-telok-blangah-drive-hdb-Ld6kdNBK22sva7KSTHxRmi?enquiry_position=134&enquiry_source=Search,"$330,000",3,2,78.96,1976,2020-07-18 17:01:43.228176
261 Jurong East Street 24,https://www.99.co/singapore/sale/property/261-jurong-east-street-24-hdb-i6YzRmykt2596qyAKtohj7?enquiry_position=135&enquiry_source=Search,"$300,000",2,2,83.98,1983,2020-07-18 17:01:43.228176
259 Tampines Street 21,https://www.99.co/singapore/sale/property/259-tampines-street-21-hdb-BRnCCxoFEstu34KEkT3rS7?enquiry_position=136&enquiry_source=Search,"$365,000",2,2,73.95,1985,2020-07-18 17:01:43.228176
289B Punggol Place,https://www.99.co/singapore/sale/property/289b-punggol-place-hdb-yEJNoLhhEeTddCC6QBepcf?enquiry_position=137&enquiry_source=Search,"$578,000",3,2,98.01,2013,2020-07-18 17:01:43.228176
26C Jalan Membina,https://www.99.co/singapore/sale/property/26c-jalan-membina-hdb-TMwLEXQYUVuBN8Q5XcxEZD?enquiry_position=138&enquiry_source=Search,"$750,000",3,2,85.00,2009,2020-07-18 17:01:43.228176
424 Clementi Avenue 1,https://www.99.co/singapore/sale/property/424-clementi-avenue-1-hdb-vgNdMJbaqmRSatCpi2EXv5?enquiry_position=140&enquiry_source=Search,"$788,000",3,2,95.96,2013,2020-07-18 17:01:43.228176
978C Buangkok Crescent,https://www.99.co/singapore/sale/property/978c-buangkok-crescent-hdb-xYY54V5Wve4rbBdG46ZhSW?enquiry_position=141&enquiry_source=Search,"$488,000",3,2,109.99,2003,2020-07-18 17:01:43.228176
539 Serangoon North Avenue 4,https://www.99.co/singapore/sale/property/539-serangoon-north-avenue-4-hdb-PRzP6w3DrBE6DhqTRsnNJf?enquiry_position=143&enquiry_source=Search,"$666,000",4,3,146.97,1992,2020-07-18 17:01:43.228176
945 Jurong West Street 91,https://www.99.co/singapore/sale/property/945-jurong-west-street-91-hdb-UKkEsvD8pFM6nTRh8kXydE?enquiry_position=144&enquiry_source=Search,"$328,000",3,2,104.98,1989,2020-07-18 17:01:43.228176
354 Woodlands Avenue 1,https://www.99.co/singapore/sale/property/354-woodlands-avenue-1-hdb-fHzW32WX5rdxJNRQnNLYvc?enquiry_position=145&enquiry_source=Search,"$399,000",3,2,105.90,1996,2020-07-18 17:01:43.228176
477B Upper Serangoon View,https://www.99.co/singapore/sale/property/477b-upper-serangoon-view-hdb-gqyKAFZ8AKYerjyUw5vmeA?enquiry_position=146&enquiry_source=Search,"$750,000",2,2,111.94,2016,2020-07-18 17:01:43.228176
164A Rivervale Crescent,https://www.99.co/singapore/sale/property/164a-rivervale-crescent-hdb-w92NmnGoFUd9rfNzTWhKmE?enquiry_position=147&enquiry_source=Search,"$580,000",3,2,112.97,,2020-07-18 17:01:43.228176
44 Sims Drive,https://www.99.co/singapore/sale/property/44-sims-drive-hdb-NptreyZUFU92rFS5gdaRW4?enquiry_position=148&enquiry_source=Search,"$370,000",3,1,87.97,1975,2020-07-18 17:01:43.228176
93 Jalan Dua,https://www.99.co/singapore/sale/property/93-jalan-dua-hdb-iESxwotJkUGtifBrVAjk2L?enquiry_position=149&enquiry_source=Search,"$595,000",6,2,123.93,1969,2020-07-18 17:01:43.228176
106 Serangoon North Avenue 1,https://www.99.co/singapore/sale/property/106-serangoon-north-avenue-1-hdb-cGTCLNuUuku9FLnTMGrooM?enquiry_position=150&enquiry_source=Search,"$290,000",2,2,66.98,1984,2020-07-18 17:01:43.228176
140 Rivervale Street,https://www.99.co/singapore/sale/property/140-rivervale-street-hdb-XQnexvMBWUBjBcQnnDWimS?enquiry_position=151&enquiry_source=Search,"$360,000",3,2,96.99,1999,2020-07-18 17:01:43.228176
625 Bukit Batok Central,https://www.99.co/singapore/sale/property/625-bukit-batok-central-hdb-TEH9yVRVb35oy2j6vHHPGk?enquiry_position=152&enquiry_source=Search,"$520,000",3,2,102.84,1997,2020-07-18 17:01:43.228176
426B Yishun Avenue 11,https://www.99.co/singapore/sale/property/426b-yishun-avenue-11-hdb-3kp95nT4KVKaETSyzVfv9Z?enquiry_position=153&enquiry_source=Search,"$420,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
326C Anchorvale Road,https://www.99.co/singapore/sale/property/326c-anchorvale-road-hdb-xDUWh4FRzbp4QgU9ZJSC7j?enquiry_position=154&enquiry_source=Search,"$560,000",3,2,112.97,2015,2020-07-18 17:01:43.228176
9 Boon Keng Road,https://www.99.co/singapore/sale/property/9-boon-keng-road-hdb-xWR37oHv6EhGN5qGttYec7?enquiry_position=155&enquiry_source=Search,"$950,000",3,2,107.02,2011,2020-07-18 17:01:43.228176
810 Yishun Ring Road,https://www.99.co/singapore/sale/property/810-yishun-ring-road-hdb-BWbSX386TDHLFNZUFHsF73?enquiry_position=156&enquiry_source=Search,"$499,999",3,2,122.07,1987,2020-07-18 17:01:43.228176
68 Bedok South Avenue 3,https://www.99.co/singapore/sale/property/68-bedok-south-avenue-3-hdb-LrPmdFeEdwtYsV9FUVssR8?enquiry_position=157&enquiry_source=Search,"$540,000",3,2,123.00,1977,2020-07-18 17:01:43.228176
50 Chai Chee Street,https://www.99.co/singapore/sale/property/50-chai-chee-street-hdb-AS5m2AE86gsofSeJE4EJsJ?enquiry_position=158&enquiry_source=Search,"$320,000",2,2,82.03,1981,2020-07-18 17:01:43.228176
92 Dawson Road,https://www.99.co/singapore/sale/property/92-dawson-road-hdb-HhSnQYHhgxgDwwKiQrBTGS?enquiry_position=159&enquiry_source=Search,"$850,000",3,2,86.95,2016,2020-07-18 17:01:43.228176
14A Telok Blangah Crescent,https://www.99.co/singapore/sale/property/14a-telok-blangah-crescent-hdb-L5E6iPL7my7itm8B9YxhyJ?enquiry_position=160&enquiry_source=Search,"$780,000",4,2,118.91,1999,2020-07-18 17:01:43.228176
523A Tampines Central 7,https://www.99.co/singapore/sale/property/523a-tampines-central-7-hdb-DFfP2qxe9EA5B6wZBGQg5U?enquiry_position=161&enquiry_source=Search,"$798,000",3,2,112.97,2015,2020-07-18 17:01:43.228176
286 Bishan Street 24,https://www.99.co/singapore/sale/property/286-bishan-street-24-hdb-xGA867ZD66UEHAbUsapUf4?enquiry_position=162&enquiry_source=Search,"$688,000",3,2,107.95,1992,2020-07-18 17:01:43.228176
327A Anchorvale Road,https://www.99.co/singapore/sale/property/327a-anchorvale-road-hdb-NLMaseFYwFvVXqaJVJFAna?enquiry_position=163&enquiry_source=Search,"$460,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
519C Tampines Central 8,https://www.99.co/singapore/sale/property/519c-tampines-central-8-hdb-iwX3Ztic3ENvHAjnzTiV5m?enquiry_position=164&enquiry_source=Search,"$528,000",2,2,61.96,2014,2020-07-18 17:01:43.228176
520C Tampines Central 8,https://www.99.co/singapore/sale/property/520c-tampines-central-8-hdb-uFdQUbMLRTr9kYsrRqWtFi?enquiry_position=165&enquiry_source=Search,"$508,000",2,2,61.96,2014,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-h54HhcJYoocGSZQ9fA7tBL?enquiry_position=166&enquiry_source=Search,"$549,000",3,2,989.97,,2020-07-18 17:01:43.228176
49 Dorset Road,https://www.99.co/singapore/sale/property/49-dorset-road-hdb-fgtZh4X3wDLneJV9MUfjQD?enquiry_position=167&enquiry_source=Search,"$358,000",2,2,68.00,1979,2020-07-18 17:01:43.228176
115 Lengkong Tiga,https://www.99.co/singapore/sale/property/115-lengkong-tiga-hdb-fxSgCGvPsEnBHHdG7e7cV5?enquiry_position=168&enquiry_source=Search,"$599,000",3,2,105.90,1989,2020-07-18 17:01:43.228176
475D Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475d-upper-serangoon-crescent-hdb-B9UFMaY9DiVdJ9wfyCQJim?enquiry_position=169&enquiry_source=Search,"$660,000",3,2,91.97,,2020-07-18 17:01:43.228176
44 Telok Blangah Drive,https://www.99.co/singapore/sale/property/44-telok-blangah-drive-hdb-y856hLHqg8LVKc37zMJaJE?enquiry_position=170&enquiry_source=Search,"$299,000",2,2,69.95,1976,2020-07-18 17:01:43.228176
665B Jurong West Street 64,https://www.99.co/singapore/sale/property/665b-jurong-west-street-64-hdb-vUdiCeE2fGgaSLsEHBBXhS?enquiry_position=171&enquiry_source=Search,"$535,000",4,2,130.06,2000,2020-07-18 17:01:43.228176
308A Punggol Walk,https://www.99.co/singapore/sale/property/308a-punggol-walk-hdb-8QP2gBaYyGMgkSc4EN4dKh?enquiry_position=172&enquiry_source=Search,"$545,000",3,2,91.97,,2020-07-18 17:01:43.228176
110 Jurong East Street 13,https://www.99.co/singapore/sale/property/110-jurong-east-street-13-hdb-YghEjbzLbZRDuZkyJupLVZ?enquiry_position=173&enquiry_source=Search,"$320,000",2,2,67.91,1982,2020-07-18 17:01:43.228176
457 Yishun Street 41,https://www.99.co/singapore/sale/property/457-yishun-street-41-hdb-u9ZkdhkJyLUK5UpfyPHBQP?enquiry_position=174&enquiry_source=Search,"$380,000",3,2,900.69,2013,2020-07-18 17:01:43.228176
7 Marine Terrace,https://www.99.co/singapore/sale/property/7-marine-terrace-hdb-d4yq6m67NkXqNfWti3JVJH?enquiry_position=175&enquiry_source=Search,"$325,000",2,1,58.99,1975,2020-07-18 17:01:43.228176
876 Tampines Street 84,https://www.99.co/singapore/sale/property/876-tampines-street-84-hdb-e73WrFFrun5Kgjstp5rPTX?enquiry_position=176&enquiry_source=Search,"$550,000",4,2,121.98,1988,2020-07-18 17:01:43.228176
311B Clementi Avenue 4,https://www.99.co/singapore/sale/property/311b-clementi-avenue-4-hdb-5kiubrVx8Z6E9mU3NENXpm?enquiry_position=177&enquiry_source=Search,"$838,000",3,2,79.98,2015,2020-07-18 17:01:43.228176
86 Dawson Road,https://www.99.co/singapore/sale/property/86-dawson-road-hdb-QWEu3oR9eQFjHYKTiB3TN8?enquiry_position=178&enquiry_source=Search,"$928,000",3,2,86.95,,2020-07-18 17:01:43.228176
143 Serangoon North Avenue 1,https://www.99.co/singapore/sale/property/143-serangoon-north-avenue-1-hdb-4xbfod9V27bkvV2L8BoBzi?enquiry_position=179&enquiry_source=Search,"$370,000",2,2,82.96,1987,2020-07-18 17:01:43.228176
139 Jalan Bukit Merah,https://www.99.co/singapore/sale/property/139-jalan-bukit-merah-hdb-qCnKMAi3Q6mtsiWfF6beym?enquiry_position=180&enquiry_source=Search,"$765,000",3,2,128.94,1997,2020-07-18 17:01:43.228176
430B Yishun Avenue 11,https://www.99.co/singapore/sale/property/430b-yishun-avenue-11-hdb-Pec8GjV6B23vmV8LZ9X3XA?enquiry_position=181&enquiry_source=Search,"$398,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
36 Chai Chee Avenue,https://www.99.co/singapore/sale/property/36-chai-chee-avenue-hdb-YFKbUCRbZTqw5W5GWxUJsC?enquiry_position=182&enquiry_source=Search,"$270,000",3,1,65.03,1974,2020-07-18 17:01:43.228176
348A Yishun Avenue 11,https://www.99.co/singapore/sale/property/348a-yishun-avenue-11-hdb-gg9V8eHyJJhnVwbbGAyhmb?enquiry_position=183&enquiry_source=Search,"$594,999",3,2,91.97,2013,2020-07-18 17:01:43.228176
747B Bedok Reservoir Crescent,https://www.99.co/singapore/sale/property/747b-bedok-reservoir-crescent-hdb-hS7ZkthgyqtyzhUzQxcwYm?enquiry_position=184&enquiry_source=Search,"$720,000",4,2,85.93,,2020-07-18 17:01:43.228176
132 Jalan Bukit Merah,https://www.99.co/singapore/sale/property/132-jalan-bukit-merah-hdb-usgkBjiiDmhfuk9hskcpHA?enquiry_position=185&enquiry_source=Search,"$310,000",2,1,58.99,1975,2020-07-18 17:01:43.228176
11 Pine Close,https://www.99.co/singapore/sale/property/11-pine-close-hdb-XjueAvdZkMPgkYKnQ5VP2N?enquiry_position=186&enquiry_source=Search,"$898,000",4,2,109.99,2000,2020-07-18 17:01:43.228176
78 Bedok North Road,https://www.99.co/singapore/sale/property/78-bedok-north-road-hdb-et749sQKPcnNbK2uHCZZki?enquiry_position=187&enquiry_source=Search,"$380,000",3,2,91.04,1978,2020-07-18 17:01:43.228176
9 Pine Close,https://www.99.co/singapore/sale/property/9-pine-close-hdb-rcxtujneDbQTn2N5hNxiaC?enquiry_position=188&enquiry_source=Search,"$620,000",3,2,101.91,1997,2020-07-18 17:01:43.228176
266D Punggol Way,https://www.99.co/singapore/sale/property/266d-punggol-way-hdb-cxDzBnHEwP7vghYAutxZqi?enquiry_position=189&enquiry_source=Search,"$668,000",3,2,110.92,2015,2020-07-18 17:01:43.228176
469B Sengkang West Way,https://www.99.co/singapore/sale/property/469b-sengkang-west-way-hdb-GV6qxGGhgW94xGZbfG4fjc?enquiry_position=190&enquiry_source=Search,"$480,000",3,2,92.99,,2020-07-18 17:01:43.228176
432B Yishun Avenue 1,https://www.99.co/singapore/sale/property/432b-yishun-avenue-1-hdb-5AWssrNayPHXnYJhcKjACC?enquiry_position=191&enquiry_source=Search,"$530,000",3,2,112.04,2015,2020-07-18 17:01:43.228176
239 Pasir Ris Street 21,https://www.99.co/singapore/sale/property/239-pasir-ris-street-21-hdb-PkW7FVNGHrty9dj8Su5axE?enquiry_position=192&enquiry_source=Search,"$530,000",4,2,146.04,1993,2020-07-18 17:01:43.228176
311B Clementi Avenue 4,https://www.99.co/singapore/sale/property/311b-clementi-avenue-4-hdb-SCnicgq5MYXKaUtA8XRKai?enquiry_position=194&enquiry_source=Search,"$755,000",3,2,81.01,2015,2020-07-18 17:01:43.228176
259 Ang Mo Kio Avenue 2,https://www.99.co/singapore/sale/property/259-ang-mo-kio-avenue-2-hdb-84uCfuCWeZnJwxXEZqT9nS?enquiry_position=195&enquiry_source=Search,"$828,000",3,2,135.54,1982,2020-07-18 17:01:43.228176
3 Ghim Moh Road,https://www.99.co/singapore/sale/property/3-ghim-moh-road-hdb-NT3nRDVtnsaDaynLrFSSti?enquiry_position=196&enquiry_source=Search,"$330,000",3,1,64.93,1976,2020-07-18 17:01:43.228176
519A Tampines Central 8,https://www.99.co/singapore/sale/property/519a-tampines-central-8-hdb-bEhZiDD9ykDB848oGzpCXn?enquiry_position=197&enquiry_source=Search,"$650,000",3,2,83.98,2014,2020-07-18 17:01:43.228176
348 Clementi Avenue 5,https://www.99.co/singapore/sale/property/348-clementi-avenue-5-hdb-Fy5B5C3YC3krLirpxXYbsj?enquiry_position=198&enquiry_source=Search,"$480,000",3,2,91.97,1979,2020-07-18 17:01:43.228176
698D Hougang Street 52,https://www.99.co/singapore/sale/property/698d-hougang-street-52-hdb-qD7qS6JmUvECFk3WAkofaj?enquiry_position=199&enquiry_source=Search,"$700,000",4,2,141.02,1999,2020-07-18 17:01:43.228176
238 Tampines Street 21,https://www.99.co/singapore/sale/property/238-tampines-street-21-hdb-S649rdYktj9SQNAQZ7WZ2i?enquiry_position=200&enquiry_source=Search,"$458,000",3,2,92.99,1984,2020-07-18 17:01:43.228176
475D Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475d-upper-serangoon-crescent-hdb-PAQf6s5Zpd7sJgdS8pznHF?enquiry_position=201&enquiry_source=Search,"$600,000",3,2,91.97,,2020-07-18 17:01:43.228176
44 Marine Crescent,https://www.99.co/singapore/sale/property/44-marine-crescent-hdb-p6BWRFvGsBfNNdfzYbvrfB?enquiry_position=202&enquiry_source=Search,"$780,000",3,2,123.00,1975,2020-07-18 17:01:43.228176
313B Sumang Link,https://www.99.co/singapore/sale/property/313b-sumang-link-hdb-NptBfymzaiGf6Sp8nvkaHh?enquiry_position=203&enquiry_source=Search,"$615,000",3,2,112.04,2015,2020-07-18 17:01:43.228176
4 Holland Close,https://www.99.co/singapore/sale/property/4-holland-close-hdb-QRMvoNjQ56zePWda9zpckd?enquiry_position=204&enquiry_source=Search,"$435,000",3,1,72.92,1974,2020-07-18 17:01:43.228176
5 Farrer Road,https://www.99.co/singapore/sale/property/5-farrer-road-hdb-X3zq8Ed3UTG4wTTo8WzyXh?enquiry_position=205&enquiry_source=Search,"$840,000",3,2,123.00,1974,2020-07-18 17:01:43.228176
636 Pasir Ris Drive 1,https://www.99.co/singapore/sale/property/636-pasir-ris-drive-1-hdb-NgfRbXUmvXAv2NxP9hkz4X?enquiry_position=206&enquiry_source=Search,"$520,000",4,2,123.00,1995,2020-07-18 17:01:43.228176
869 Tampines Street 83,https://www.99.co/singapore/sale/property/869-tampines-street-83-hdb-G2395S9TMZ3WuPStGHAnn6?enquiry_position=207&enquiry_source=Search,"$580,000",3,2,120.95,1989,2020-07-18 17:01:43.228176
307D Anchorvale Road,https://www.99.co/singapore/sale/property/307d-anchorvale-road-hdb-KGkjiD5zEefjC9VVgJvjR8?enquiry_position=208&enquiry_source=Search,"$440,000",3,2,109.99,2001,2020-07-18 17:01:43.228176
225C Compassvale Walk,https://www.99.co/singapore/sale/property/225c-compassvale-walk-hdb-DhCg5HBp9uSCJexTcCUXjb?enquiry_position=209&enquiry_source=Search,"$600,000",3,2,134.98,1999,2020-07-18 17:01:43.228176
315B Ang Mo Kio Street 31,https://www.99.co/singapore/sale/property/315b-ang-mo-kio-street-31-hdb-tnTQpvHBubqduSN4ss3Kjm?enquiry_position=210&enquiry_source=Search,"$750,000",3,2,109.99,2006,2020-07-18 17:01:43.228176
690C Choa Chu Kang Crescent,https://www.99.co/singapore/sale/property/690c-choa-chu-kang-crescent-hdb-L8EcsTgo9Qmmayw2JRTqCY?enquiry_position=211&enquiry_source=Search,"$380,000",3,2,109.99,2003,2020-07-18 17:01:43.228176
747B Bedok Reservoir Crescent,https://www.99.co/singapore/sale/property/747b-bedok-reservoir-crescent-hdb-N6Ygzbnb3iPspiaBARdrTG?enquiry_position=212&enquiry_source=Search,"$830,000",3,2,106.00,,2020-07-18 17:01:43.228176
111 Clementi Street 13,https://www.99.co/singapore/sale/property/111-clementi-street-13-hdb-VtZHfUG6mVmnbbFo4A6rZK?enquiry_position=213&enquiry_source=Search,"$800,000",4,3,146.97,1985,2020-07-18 17:01:43.228176
311B Clementi Avenue 4,https://www.99.co/singapore/sale/property/311b-clementi-avenue-4-hdb-QcuK9RkQmUw7TBdNa2whDb?enquiry_position=214&enquiry_source=Search,"$900,000",4,2,104.98,2014,2020-07-18 17:01:43.228176
304 Clementi Avenue 4,https://www.99.co/singapore/sale/property/304-clementi-avenue-4-hdb-ew5BKBNctkhMiaZoHTH6Qi?enquiry_position=215&enquiry_source=Search,"$538,000",3,2,91.97,1979,2020-07-18 17:01:43.228176
330B Anchorvale Street,https://www.99.co/singapore/sale/property/330b-anchorvale-street-hdb-FuuHEssDtgxKZsyVg2nyaS?enquiry_position=216&enquiry_source=Search,"$635,000",3,2,111.94,2015,2020-07-18 17:01:43.228176
19 Dover Crescent,https://www.99.co/singapore/sale/property/19-dover-crescent-hdb-UwtY8z5iNdrUZA9HqHryQb?enquiry_position=217&enquiry_source=Search,"$635,000",3,2,91.97,2003,2020-07-18 17:01:43.228176
654B Jurong West Street 61,https://www.99.co/singapore/sale/property/654b-jurong-west-street-61-hdb-VcV2p7Dv2QxZLhh2oDzVdV?enquiry_position=218&enquiry_source=Search,"$500,000",3,2,111.01,2002,2020-07-18 17:01:43.228176
221 Bukit Batok East Avenue 3,https://www.99.co/singapore/sale/property/221-bukit-batok-east-avenue-3-hdb-K2yDgDBFhFe8bqZVrNVdKT?enquiry_position=219&enquiry_source=Search,"$620,000",3,2,146.04,1985,2020-07-18 17:01:43.228176
320 Ang Mo Kio Avenue 1,https://www.99.co/singapore/sale/property/320-ang-mo-kio-avenue-1-hdb-8XGLfYQ4xDgnhCW7dubgCQ?enquiry_position=220&enquiry_source=Search,"$300,000",3,2,72.92,1977,2020-07-18 17:01:43.228176
214 Ang Mo Kio Avenue 3,https://www.99.co/singapore/sale/property/214-ang-mo-kio-avenue-3-hdb-AqjR3VmuzRYGxuu5uKJ25e?enquiry_position=221&enquiry_source=Search,"$325,000",3,2,81.94,1976,2020-07-18 17:01:43.228176
308C Punggol Walk,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-gBMcALAEDXkbVfGZKaitMj?enquiry_position=222&enquiry_source=Search,"$675,000",3,2,110.92,,2020-07-18 17:01:43.228176
723 Bedok Reservoir Road,https://www.99.co/singapore/sale/property/723-bedok-reservoir-road-hdb-U5rQUBmUfqQokA9VNj6Yvn?enquiry_position=223&enquiry_source=Search,"$460,000",3,2,102.93,1984,2020-07-18 17:01:43.228176
412 Jurong West Street 42,https://www.99.co/singapore/sale/property/412-jurong-west-street-42-hdb-g3Mq6isQ5uA5DTpwCeRe6N?enquiry_position=224&enquiry_source=Search,"$333,400",3,2,104.98,1985,2020-07-18 17:01:43.228176
747C Bedok Reservoir Crescent,https://www.99.co/singapore/sale/property/747c-bedok-reservoir-crescent-hdb-8miXweLTLMvyCNcjfqaDEK?enquiry_position=225&enquiry_source=Search,"$700,000",3,2,86.95,,2020-07-18 17:01:43.228176
3 Upper Aljunied Lane,https://www.99.co/singapore/sale/property/3-upper-aljunied-lane-hdb-QrWaUgmvSPA3tdFQM4i7uS?enquiry_position=226&enquiry_source=Search,"$239,000",3,1,56.94,1968,2020-07-18 17:01:43.228176
808C Chai Chee Road,https://www.99.co/singapore/sale/property/808c-chai-chee-road-hdb-9maDrsXRf77GtS3CuREGqY?enquiry_position=227&enquiry_source=Search,"$668,000",3,2,87.97,,2020-07-18 17:01:43.228176
620 Bukit Panjang Ring Road,https://www.99.co/singapore/sale/property/620-bukit-panjang-ring-road-hdb-S5jyB9E3zQEQAehSbdEay?enquiry_position=228&enquiry_source=Search,"$475,000",3,2,111.01,2001,2020-07-18 17:01:43.228176
