address,link,price,bedrooms,bathrooms,floor_area,list_date,year_built,date_scraped
907 Jurong West Street 91,https://www.propertyguru.com.sg/listing/hdb-for-sale-907-jurong-west-street-91-22953310,"390,000",4 ,2 ,1313,3h,1988,2020-07-15 17:14:41.615238
135 Bishan Street 12,https://www.propertyguru.com.sg/listing/hdb-for-sale-135-bishan-street-12-22243072,"700,000",4 ,2 ,1302,3h,1986,2020-07-15 17:14:41.615238
533 Bukit Panjang Ring Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-533-bukit-panjang-ring-road-22610087,"620,000",3 ,2 ,1313,3h,1998,2020-07-15 17:14:41.615238
89 Tanglin Halt Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-89-tanglin-halt-road-22961665,"895,000",3 ,2 ,957,3h,2007,2020-07-15 17:14:41.615238
28C Dover Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-28c-dover-crescent-22388737,"720,000",3 ,2 ,1022,27m,2009,2020-07-15 17:14:41.615238
220B Bedok Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-220b-bedok-central-22985789,"695,000",3 ,2 ,936,3h,2008,2020-07-15 17:14:41.615238
520A Tampines Central 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-520a-tampines-central-8-22996621,"658,000",3 ,2 ,904,3h,2014,2020-07-15 17:14:41.615238
808C Chai Chee Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-808c-chai-chee-road-22982035,"650,000",3 ,2 ,1001,3h,2015,2020-07-15 17:14:41.615238
310A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310a-punggol-walk-22608673,"510,000",3 ,2 ,990,3h,2015,2020-07-15 17:14:41.615238
475A Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475a-upper-serangoon-crescent-22939511,"450,000",2 ,2 ,721,3h,2014,2020-07-15 17:14:41.615238
415B Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-415b-fernvale-link-22413074,"620,000",3 ,2 ,1216,3h,2014,2020-07-15 17:14:41.615238
504 Ang Mo Kio Avenue 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-504-ang-mo-kio-avenue-8-22754396,"350,000",2 ,2 ,732,3h,1979,2020-07-15 17:14:41.615238
138C Yuan Ching Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-138c-yuan-ching-road-22882133,"635,888",3 ,2 ,979,3h,2014,2020-07-15 17:14:41.615238
49 Kim Pong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-49-kim-pong-road-22271702,"638,000",2 ,1 ,947,3h,1949,2020-07-15 17:14:41.615238
14 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-14-marine-terrace-22520637,"860,000",3 ,2 ,1259,3h,1974,2020-07-15 17:14:41.615238
475D Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475d-upper-serangoon-crescent-22985551,"649,000",3 ,2 ,990,3h,2014,2020-07-15 17:14:41.615238
415A Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-415a-fernvale-link-22687520,"570,000",3 ,2 ,1216,3h,2014,2020-07-15 17:14:41.615238
3D Upper Boon Keng Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-3d-upper-boon-keng-road-23001819,"640,000",3 ,3 ,968,3h,2006,2020-07-15 17:14:41.615238
57 Geylang Bahru,https://www.propertyguru.com.sg/listing/hdb-for-sale-57-geylang-bahru-22926535,"328,000",2 ,1 ,700,3h,1974,2020-07-15 17:14:41.615238
72 Circuit Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-72-circuit-road-22962168,"215,000",1 ,1 ,452,3h,1965,2020-07-15 17:14:41.615238
694 Hougang Street 61,https://www.propertyguru.com.sg/listing/hdb-for-sale-694-hougang-street-61-22978017,"320,000",2 ,2 ,753,3h,1986,2020-07-15 17:14:41.615238
446 Pasir Ris Drive 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-446-pasir-ris-drive-6-22958077,"438,000",3 ,2 ,1012,3h,1989,2020-07-15 17:14:41.615238
528C Pasir Ris Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-528c-pasir-ris-street-51-22685875,"540,000",3 ,2 ,1001,3h,2014,2020-07-15 17:14:41.615238
132 Bedok North Street 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-132-bedok-north-street-2-22483256,"400,000",3 ,2 ,990,3h,1977,2020-07-15 17:14:41.615238
122 Simei Street 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-122-simei-street-1-22123311,"575,000",3 ,2 ,1321,3h,1987,2020-07-15 17:14:41.615238
309 Serangoon Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-309-serangoon-avenue-2-21939295,"475,000",3 ,2 ,1023,3h,1984,2020-07-15 17:14:41.615238
155 Gangsa Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-155-gangsa-road-22976832,"650,000",4 ,2 ,1507,3h,1998,2020-07-15 17:14:41.615238
663B Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-663b-punggol-drive-22516885,"460,000",3 ,2 ,1001,3h,2015,2020-07-15 17:14:41.615238
114 Rivervale Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-114-rivervale-walk-22987931,"550,000",3 ,2 ,1313,3h,1998,2020-07-15 17:14:41.615238
750 Pasir Ris Street 71,https://www.propertyguru.com.sg/listing/hdb-for-sale-750-pasir-ris-street-71-22948118,"435,000",3 ,2 ,1130,3h,1995,2020-07-15 17:14:41.615238
656C Jurong West Street 61,https://www.propertyguru.com.sg/listing/hdb-for-sale-656c-jurong-west-street-61-22999241,"480,000",3 ,2 ,1206,3h,2000,2020-07-15 17:14:41.615238
4 Ghim Moh Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-4-ghim-moh-road-22763658,"685,000",5 ,2 ,1399,3h,1975,2020-07-15 17:14:41.615238
642 Ang Mo Kio Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-642-ang-mo-kio-avenue-5-21293513,"490,000",3 ,2 ,1302,3h,1980,2020-07-15 17:14:41.615238
299A Tampines Street 22,https://www.propertyguru.com.sg/listing/hdb-for-sale-299a-tampines-street-22-22984243,"375,000",2 ,2 ,699,3h,NaN,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22986242,"765,000",3 ,2 ,882,3h,2015,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22199277,"780,000",3 ,2 ,861,3h,2015,2020-07-15 17:14:41.615238
406B Fernvale Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-406b-fernvale-road-22973161,"438,000",3 ,2 ,1184,3h,2003,2020-07-15 17:14:41.615238
663A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-663a-punggol-drive-22757371,"405,000",2 ,2 ,700,3h,2015,2020-07-15 17:14:41.615238
308C Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308c-punggol-walk-22340346,"500,000",3 ,2 ,990,3h,2015,2020-07-15 17:14:41.615238
5 Dover Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-5-dover-crescent-17385915,"370,000",2 ,2 ,67,1h,1978,2020-07-15 17:14:41.615238
520C Tampines Central 8,https://www.propertyguru.com.sg/listing/hdb-for-sale-520c-tampines-central-8-21931438,"650,000",3 ,2 ,904,3h,2014,2020-07-15 17:14:41.615238
526A Pasir Ris Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-526a-pasir-ris-street-51-22966431,"520,000",3 ,2 ,1001,3h,2014,2020-07-15 17:14:41.615238
76 Marine Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-76-marine-drive-22234723,"528,000",3 ,2 ,882,3h,1975,2020-07-15 17:14:41.615238
4 Holland Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-4-holland-close-22255371,"418,000",2 ,2 ,700,3h,1974,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22947828,"518,888",3 ,2 ,990,3h,2015,2020-07-15 17:14:41.615238
58 Lorong 4 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-58-lorong-4-toa-payoh-22885818,"228,000",1 ,1 ,452,3h,1966,2020-07-15 17:14:41.615238
86 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-86-dawson-road-22639326,"902,000",3 ,2 ,893,3h,2015,2020-07-15 17:14:41.615238
311B Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311b-clementi-avenue-4-22835482,"780,000",3 ,2 ,80,3h,2015,2020-07-15 17:14:41.615238
308C Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308c-punggol-walk-22878329,"535,000",3 ,2 ,990,3h,2015,2020-07-15 17:14:41.615238
471B Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-471b-upper-serangoon-crescent-22887992,"370,000",2 ,2 ,721,3h,2014,2020-07-15 17:14:41.615238
847 Tampines Street 83,https://www.propertyguru.com.sg/listing/hdb-for-sale-847-tampines-street-83-22994679,"468,000",3 ,2 ,1119,3h,1985,2020-07-15 17:14:41.615238
213B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-213b-punggol-walk-22842809,"550,000",3 ,2 ,1227,3h,2015,2020-07-15 17:14:41.615238
6 Lorong 7 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-6-lorong-7-toa-payoh-22949550,"750,000",3 ,2 ,1292,3h,1997,2020-07-15 17:14:41.615238
619 Bedok Reservoir Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-619-bedok-reservoir-road-22970342,"300,000",2 ,2 ,732,3h,1980,2020-07-15 17:14:41.615238
415A Fernvale Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-415a-fernvale-link-22287648,"580,000",3 ,2 ,1216,3h,2014,2020-07-15 17:14:41.615238
173D Punggol Field,https://www.propertyguru.com.sg/listing/hdb-for-sale-173d-punggol-field-22153075,"460,000",3 ,2 ,1184,3h,2001,2020-07-15 17:14:41.615238
104 Potong Pasir Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-104-potong-pasir-avenue-1-22398699,"400,000",2 ,2 ,797,3h,1984,2020-07-15 17:14:41.615238
311C Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311c-clementi-avenue-4-22197823,"950,000",3 ,2 ,1130,3h,2015,2020-07-15 17:14:41.615238
342 Tampines Street 33,https://www.propertyguru.com.sg/listing/hdb-for-sale-342-tampines-street-33-23000467,"498,000",3 ,2 ,1334,3h,1994,2020-07-15 17:14:41.615238
161 Simei Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-161-simei-road-22952688,"418,000",3 ,2 ,1119,3h,1988,2020-07-15 17:14:41.615238
54 Cassia Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-54-cassia-crescent-22214124,"406,000",2 ,2 ,721,3h,1982,2020-07-15 17:14:41.615238
13 Marine Terrace,https://www.propertyguru.com.sg/listing/hdb-for-sale-13-marine-terrace-22081741,"828,000",3 ,2 ,1356,2h,1974,2020-07-15 17:14:41.615238
299 Punggol Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-299-punggol-central-21616615,"400,000",3 ,2 ,969,3h,2002,2020-07-15 17:14:41.615238
43 Chai Chee Street,https://www.propertyguru.com.sg/listing/hdb-for-sale-43-chai-chee-street-21999489,"420,000",3 ,2 ,990,2h,1979,2020-07-15 17:14:41.615238
12 Kampong Arang Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-12-kampong-arang-road-22239289,"620,000",2 ,2 ,1108,3h,1982,2020-07-15 17:14:41.615238
596D Ang Mo Kio Street 52,https://www.propertyguru.com.sg/listing/hdb-for-sale-596d-ang-mo-kio-street-52-22848943,"498,000",3 ,2 ,915,3h,2001,2020-07-15 17:14:41.615238
11 Eunos Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-11-eunos-crescent-22033198,"420,000",3 ,2 ,971,2h,1976,2020-07-15 17:14:41.615238
424 Canberra Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-424-canberra-road-22999655,"425,000",3 ,2 ,1184,3h,1999,2020-07-15 17:14:41.615238
93 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-93-dawson-road-22488728,"860,000",3 ,2 ,936,3h,2015,2020-07-15 17:14:41.615238
678B Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-678b-punggol-drive-22958697,"625,000",4 ,2 ,1216,3h,2015,2020-07-15 17:14:41.615238
889 Tampines Street 81,https://www.propertyguru.com.sg/listing/hdb-for-sale-889-tampines-street-81-21961581,"608,000",4 ,2 ,1528,3h,1988,2020-07-15 17:14:41.615238
748A Bedok Reservoir Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-748a-bedok-reservoir-crescent-22309146,"688,000",3 ,2 ,936,3h,2014,2020-07-15 17:14:41.615238
86 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-86-dawson-road-22869911,"928,000",3 ,2 ,936,3h,2015,2020-07-15 17:14:41.615238
414 Bedok North Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-414-bedok-north-avenue-2-22235151,"599,999",3 ,2 ,1280,3h,1978,2020-07-15 17:14:41.615238
109 Serangoon North Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-109-serangoon-north-avenue-1-22346584,"350,000",3 ,2 ,979,3h,1984,2020-07-15 17:14:41.615238
673B Edgefield Plains,https://www.propertyguru.com.sg/listing/hdb-for-sale-673b-edgefield-plains-22679096,"464,888",3 ,2 ,969,3h,2015,2020-07-15 17:14:41.615238
152 Yung Ho Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-152-yung-ho-road-22997967,"365,000",3 ,2 ,1205,3h,1989,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22978746,"558,000",3 ,2 ,990,3h,2015,2020-07-15 17:14:41.615238
308A Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308a-punggol-walk-22831930,"438,000",2 ,2 ,721,3h,2015,2020-07-15 17:14:41.615238
81 Lorong 4 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-81-lorong-4-toa-payoh-22757925,"888,000",4 ,2 ,1313,3h,1995,2020-07-15 17:14:41.615238
86 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-86-dawson-road-22758086,"860,000",3 ,2 ,893,3h,2015,2020-07-15 17:14:41.615238
131B Kim Tian Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-131b-kim-tian-road-22754953,"838,000",3 ,2 ,1184,3h,2000,2020-07-15 17:14:41.615238
310B Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-310b-punggol-walk-22682747,"550,000",3 ,2 ,1001,3h,2015,2020-07-15 17:14:41.615238
58 Strathmore Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-58-strathmore-avenue-21706166,"899,000",4 ,2 ,1184,3h,1999,2020-07-15 17:14:41.615238
477B Upper Serangoon View,https://www.propertyguru.com.sg/listing/hdb-for-sale-477b-upper-serangoon-view-22182828,"749,000",3 ,2 ,1206,3h,2015,2020-07-15 17:14:41.615238
547 Bedok North Street 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-547-bedok-north-street-3-21951996,"410,000",3 ,2 ,990,3h,1979,2020-07-15 17:14:41.615238
533 Bukit Panjang Ring Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-533-bukit-panjang-ring-road-22972687,"620,000",3 ,2 ,1313,3h,1998,2020-07-15 17:14:41.615238
18 Jalan Tenteram,https://www.propertyguru.com.sg/listing/hdb-for-sale-18-jalan-tenteram-22998261,"678,888",3 ,2 ,1130,3h,1999,2020-07-15 17:14:41.615238
311A Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311a-clementi-avenue-4-22985543,"768,888",3 ,2 ,861,3h,2015,2020-07-15 17:14:41.615238
117B Jalan Tenteram,https://www.propertyguru.com.sg/listing/hdb-for-sale-117b-jalan-tenteram-22260446,"780,888",3 ,2 ,1001,3h,2016,2020-07-15 17:14:41.615238
9A Boon Tiong Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-9a-boon-tiong-road-22027536,"1,300,000",3 ,2 ,1237,3h,2014,2020-07-15 17:14:41.615238
113 Jalan Bukit Merah,https://www.propertyguru.com.sg/listing/hdb-for-sale-113-jalan-bukit-merah-22320077,"268,000",3 ,1 ,624,3h,1968,2020-07-15 17:14:41.615238
180 Lompang Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-180-lompang-road-22983901,"800,000",4 ,2 ,1399,3h,1999,2020-07-15 17:14:41.615238
743 Pasir Ris Street 71,https://www.propertyguru.com.sg/listing/hdb-for-sale-743-pasir-ris-street-71-22992567,"590,000",4 ,2 ,1345,3h,1994,2020-07-15 17:14:41.615238
5 Ghim Moh Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-5-ghim-moh-road-22803946,"418,000",2 ,2 ,700,3h,1975,2020-07-15 17:14:41.615238
220B Bedok Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-220b-bedok-central-22127898,"860,000",3 ,2 ,1206,3h,2008,2020-07-15 17:14:41.615238
337 Clementi Avenue 2,https://www.propertyguru.com.sg/listing/hdb-for-sale-337-clementi-avenue-2-22959288,"650,000",3 ,2 ,1280,2h,1978,2020-07-15 17:14:41.615238
311B Clementi Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-311b-clementi-avenue-4-22994677,"780,000",3 ,2 ,882,4h,2015,2020-07-15 17:14:41.615238
631 Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-631-senja-road-22927385,"510,000",3 ,2 ,1184,4h,2002,2020-07-15 17:14:41.615238
475A Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475a-upper-serangoon-crescent-22329913,"665,000",3 ,2 ,990,4h,2014,2020-07-15 17:14:41.615238
22 Eunos Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-22-eunos-crescent-22978171,"500,000",3 ,2 ,1324,4h,1976,2020-07-15 17:14:41.615238
245 Tampines Street 21,https://www.propertyguru.com.sg/listing/hdb-for-sale-245-tampines-street-21-22375599,"795,000",3 ,2 ,1615,4h,1983,2020-07-15 17:14:41.615238
174A Hougang Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-174a-hougang-avenue-1-21302511,"390,000",2 ,2 ,721,4h,2013,2020-07-15 17:14:41.615238
436C Fernvale Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-436c-fernvale-road-22998236,"455,000",3 ,2 ,1033,4h,2007,2020-07-15 17:14:41.615238
332 Serangoon Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-332-serangoon-avenue-3-22992733,"550,000",3 ,2 ,904,3h,1985,2020-07-15 17:14:41.615238
325B Sengkang East Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-325b-sengkang-east-way-22146225,"455,000",3 ,2 ,1184,4h,2000,2020-07-15 17:14:41.615238
206 Clementi Avenue 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-206-clementi-avenue-6-22910326,"749,000",3 ,3 ,1614,4h,1984,2020-07-15 17:14:41.615238
94 Commonwealth Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-94-commonwealth-drive-22836612,"280,000",2 ,1 ,731,4h,1965,2020-07-15 17:14:41.615238
205 Clementi Avenue 6,https://www.propertyguru.com.sg/listing/hdb-for-sale-205-clementi-avenue-6-22974046,"478,000",3 ,2 ,980,4h,1984,2020-07-15 17:14:41.615238
475D Upper Serangoon Crescent,https://www.propertyguru.com.sg/listing/hdb-for-sale-475d-upper-serangoon-crescent-22948006,"680,000",3 ,2 ,991,4h,2014,2020-07-15 17:14:41.615238
17 Cantonment Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-17-cantonment-close-22378065,"900,000",3 ,2 ,1184,4h,2000,2020-07-15 17:14:41.615238
403 Bedok North Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-403-bedok-north-avenue-3-22977811,"428,000",3 ,2 ,990,4h,1979,2020-07-15 17:14:41.615238
163A Punggol Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-163a-punggol-central-21851228,"428,000",3 ,2 ,1227,4h,2003,2020-07-15 17:14:41.615238
308C Punggol Walk,https://www.propertyguru.com.sg/listing/hdb-for-sale-308c-punggol-walk-22377217,"510,000",3 ,2 ,990,4h,2015,2020-07-15 17:14:41.615238
665A Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-665a-punggol-drive-22994666,"680,000",3 ,2 ,1216,4h,2015,2020-07-15 17:14:41.615238
710 Tampines Street 71,https://www.propertyguru.com.sg/listing/hdb-for-sale-710-tampines-street-71-22416553,"450,000",3 ,2 ,1079,9m,1995,2020-07-15 17:14:41.615238
86 Dawson Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-86-dawson-road-22963457,"928,000",3 ,2 ,936,4h,2015,2020-07-15 17:14:41.615238
250 Bukit Batok East Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-250-bukit-batok-east-avenue-5-22397860,"320,000",2 ,2 ,786,3h,1984,2020-07-15 17:14:41.615238
469B Sengkang West Way,https://www.propertyguru.com.sg/listing/hdb-for-sale-469b-sengkang-west-way-22762846,"480,000",3 ,2 ,1001,4h,2016,2020-07-15 17:14:41.615238
18B Holland Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-18b-holland-drive-22952345,"599,000",2 ,2 ,721,4h,2010,2020-07-15 17:14:41.615238
642 Ang Mo Kio Avenue 5,https://www.propertyguru.com.sg/listing/hdb-for-sale-642-ang-mo-kio-avenue-5-22234438,"578,000",3 ,2 ,1302,4h,1980,2020-07-15 17:14:41.615238
61C Strathmore Avenue,https://www.propertyguru.com.sg/listing/hdb-for-sale-61c-strathmore-avenue-23000818,"768,000",3 ,2 ,1001,4h,2010,2020-07-15 17:14:41.615238
312A Sumang Link,https://www.propertyguru.com.sg/listing/hdb-for-sale-312a-sumang-link-22911059,"388,000",2 ,2 ,731,4h,2014,2020-07-15 17:14:41.615238
10 Pine Close,https://www.propertyguru.com.sg/listing/hdb-for-sale-10-pine-close-22163777,"508,000",3 ,2 ,1098,4h,1981,2020-07-15 17:14:41.615238
636B Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-636b-senja-road-22983635,"460,000",3 ,2 ,990,2h,2014,2020-07-15 17:14:41.615238
81B Lorong 4 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-81b-lorong-4-toa-payoh-22968935,"890,000",3 ,2 ,1313,4h,1995,2020-07-15 17:14:41.615238
180 Lompang Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-180-lompang-road-22983954,"800,000",4 ,2 ,1399,4h,1999,2020-07-15 17:14:41.615238
636B Senja Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-636b-senja-road-22983639,"460,000",3 ,2 ,990,4h,2014,2020-07-15 17:14:41.615238
486 Segar Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-486-segar-road-22954634,"398,000",3 ,2 ,1001,4h,2013,2020-07-15 17:14:41.615238
289B Punggol Place,https://www.propertyguru.com.sg/listing/hdb-for-sale-289b-punggol-place-22850256,"578,000",3 ,2 ,1055,4h,2011,2020-07-15 17:14:41.615238
678B Punggol Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-678b-punggol-drive-22969117,"620,000",4 ,2 ,1216,4h,2015,2020-07-15 17:14:41.615238
